Date,Rainfall_mm,Barangay,Static_Score,Rain_3Day_Sum
24/02/2022,0.04,Amaya,0.404202719,13.06
25/02/2022,0.2,Amaya,0.404202719,2.09
26/02/2022,0.85,Amaya,0.404202719,1.09
27/02/2022,0.52,Amaya,0.404202719,1.57
28/02/2022,0.07,Amaya,0.404202719,1.44
01/03/2022,0.06,Amaya,0.404202719,0.65
02/03/2022,0.19,Amaya,0.404202719,0.32
03/03/2022,0.48,Amaya,0.404202719,0.73
04/03/2022,0.06,Amaya,0.404202719,0.73
05/03/2022,0,Amaya,0.404202719,0.54
06/03/2022,0,Amaya,0.404202719,0.06
07/03/2022,0,Amaya,0.404202719,0
08/03/2022,0.53,Amaya,0.404202719,0.53
09/03/2022,0.09,Amaya,0.404202719,0.62
10/03/2022,0.4,Amaya,0.404202719,1.02
11/03/2022,2.33,Amaya,0.404202719,2.82
12/03/2022,5.17,Amaya,0.404202719,7.9
13/03/2022,6.17,Amaya,0.404202719,13.67
14/03/2022,10.66,Amaya,0.404202719,22
15/03/2022,4.39,Amaya,0.404202719,21.22
16/03/2022,4.47,Amaya,0.404202719,19.52
17/03/2022,2.84,Amaya,0.404202719,11.7
18/03/2022,2,Amaya,0.404202719,9.31
19/03/2022,2.58,Amaya,0.404202719,7.42
20/03/2022,1.19,Amaya,0.404202719,5.77
21/03/2022,0.3,Amaya,0.404202719,4.07
22/03/2022,0.4,Amaya,0.404202719,1.89
23/03/2022,1.19,Amaya,0.404202719,1.89
24/03/2022,0.95,Amaya,0.404202719,2.54
25/03/2022,0.15,Amaya,0.404202719,2.29
26/03/2022,0.42,Amaya,0.404202719,1.52
27/03/2022,0.52,Amaya,0.404202719,1.09
28/03/2022,0.56,Amaya,0.404202719,1.5
29/03/2022,2.68,Amaya,0.404202719,3.76
30/03/2022,1.95,Amaya,0.404202719,5.19
31/03/2022,1.12,Amaya,0.404202719,5.75
01/04/2022,3.81,Amaya,0.404202719,6.88
02/04/2022,0.36,Amaya,0.404202719,5.29
03/04/2022,0.09,Amaya,0.404202719,4.26
04/04/2022,1.46,Amaya,0.404202719,1.91
05/04/2022,17.97,Amaya,0.404202719,19.52
06/04/2022,6.02,Amaya,0.404202719,25.45
07/04/2022,3.55,Amaya,0.404202719,27.54
08/04/2022,3.46,Amaya,0.404202719,13.03
09/04/2022,3.64,Amaya,0.404202719,10.65
10/04/2022,3.87,Amaya,0.404202719,10.97
11/04/2022,2.65,Amaya,0.404202719,10.16
12/04/2022,13.57,Amaya,0.404202719,20.09
13/04/2022,2.56,Amaya,0.404202719,18.78
14/04/2022,0.45,Amaya,0.404202719,16.58
15/04/2022,0.48,Amaya,0.404202719,3.49
16/04/2022,4.15,Amaya,0.404202719,5.08
17/04/2022,4.58,Amaya,0.404202719,9.21
18/04/2022,0.12,Amaya,0.404202719,8.85
19/04/2022,0.05,Amaya,0.404202719,4.75
20/04/2022,0.09,Amaya,0.404202719,0.26
21/04/2022,1.4,Amaya,0.404202719,1.54
22/04/2022,2.23,Amaya,0.404202719,3.72
23/04/2022,0.18,Amaya,0.404202719,3.81
24/04/2022,0.52,Amaya,0.404202719,2.93
25/04/2022,1.23,Amaya,0.404202719,1.93
26/04/2022,2.6,Amaya,0.404202719,4.35
27/04/2022,4.54,Amaya,0.404202719,8.37
28/04/2022,2.55,Amaya,0.404202719,9.69
29/04/2022,6.04,Amaya,0.404202719,13.13
30/04/2022,2.1,Amaya,0.404202719,10.69
01/05/2022,0.98,Amaya,0.404202719,9.12
02/05/2022,0.25,Amaya,0.404202719,3.33
03/05/2022,0.53,Amaya,0.404202719,1.76
04/05/2022,0.48,Amaya,0.404202719,1.26
05/05/2022,0.46,Amaya,0.404202719,1.47
06/05/2022,0.11,Amaya,0.404202719,1.05
07/05/2022,0.47,Amaya,0.404202719,1.04
08/05/2022,0.2,Amaya,0.404202719,0.78
09/05/2022,0.29,Amaya,0.404202719,0.96
10/05/2022,2.09,Amaya,0.404202719,2.58
11/05/2022,0.25,Amaya,0.404202719,2.63
12/05/2022,0.34,Amaya,0.404202719,2.68
13/05/2022,2.64,Amaya,0.404202719,3.23
14/05/2022,2.64,Amaya,0.404202719,5.62
15/05/2022,23.53,Amaya,0.404202719,28.81
16/05/2022,10.91,Amaya,0.404202719,37.08
17/05/2022,22.98,Amaya,0.404202719,57.42
18/05/2022,13.43,Amaya,0.404202719,47.32
19/05/2022,34.56,Amaya,0.404202719,70.97
20/05/2022,15.41,Amaya,0.404202719,63.4
21/05/2022,5.58,Amaya,0.404202719,55.55
22/05/2022,6.78,Amaya,0.404202719,27.77
23/05/2022,11.89,Amaya,0.404202719,24.25
24/05/2022,5.3,Amaya,0.404202719,23.97
25/05/2022,6.92,Amaya,0.404202719,24.11
26/05/2022,8.03,Amaya,0.404202719,20.25
27/05/2022,6.91,Amaya,0.404202719,21.86
28/05/2022,13.47,Amaya,0.404202719,28.41
29/05/2022,3.04,Amaya,0.404202719,23.42
30/05/2022,3.35,Amaya,0.404202719,19.86
31/05/2022,6.14,Amaya,0.404202719,12.53
01/06/2022,14.05,Amaya,0.404202719,23.54
02/06/2022,3.11,Amaya,0.404202719,23.3
03/06/2022,1.07,Amaya,0.404202719,18.23
04/06/2022,0.54,Amaya,0.404202719,4.72
05/06/2022,0.7,Amaya,0.404202719,2.31
06/06/2022,2.78,Amaya,0.404202719,4.02
07/06/2022,2.81,Amaya,0.404202719,6.29
08/06/2022,3.19,Amaya,0.404202719,8.78
09/06/2022,2.6,Amaya,0.404202719,8.6
10/06/2022,4.89,Amaya,0.404202719,10.68
11/06/2022,1.95,Amaya,0.404202719,9.44
12/06/2022,8.55,Amaya,0.404202719,15.39
13/06/2022,8.53,Amaya,0.404202719,19.03
14/06/2022,9.06,Amaya,0.404202719,26.14
15/06/2022,9.23,Amaya,0.404202719,26.82
16/06/2022,7.02,Amaya,0.404202719,25.31
17/06/2022,7.5,Amaya,0.404202719,23.75
18/06/2022,8.25,Amaya,0.404202719,22.77
19/06/2022,5.87,Amaya,0.404202719,21.62
20/06/2022,7.62,Amaya,0.404202719,21.74
21/06/2022,12.6,Amaya,0.404202719,26.09
22/06/2022,20.3,Amaya,0.404202719,40.52
23/06/2022,10.51,Amaya,0.404202719,43.41
24/06/2022,18.69,Amaya,0.404202719,49.5
25/06/2022,3.96,Amaya,0.404202719,33.16
26/06/2022,10.3,Amaya,0.404202719,32.95
27/06/2022,28.28,Amaya,0.404202719,42.54
28/06/2022,23.21,Amaya,0.404202719,61.79
29/06/2022,23.65,Amaya,0.404202719,75.14
30/06/2022,9.76,Amaya,0.404202719,56.62
01/07/2022,11.88,Amaya,0.404202719,45.29
02/07/2022,6.15,Amaya,0.404202719,27.79
03/07/2022,0.15,Amaya,0.404202719,18.18
04/07/2022,5.47,Amaya,0.404202719,11.77
05/07/2022,3.52,Amaya,0.404202719,9.14
06/07/2022,7.89,Amaya,0.404202719,16.88
07/07/2022,11.67,Amaya,0.404202719,23.08
08/07/2022,18.45,Amaya,0.404202719,38.01
09/07/2022,6.55,Amaya,0.404202719,36.67
10/07/2022,25.23,Amaya,0.404202719,50.23
11/07/2022,8.09,Amaya,0.404202719,39.87
12/07/2022,12.54,Amaya,0.404202719,45.86
13/07/2022,13.74,Amaya,0.404202719,34.37
14/07/2022,3.83,Amaya,0.404202719,30.11
15/07/2022,4.38,Amaya,0.404202719,21.95
16/07/2022,11.32,Amaya,0.404202719,19.53
17/07/2022,13.45,Amaya,0.404202719,29.15
18/07/2022,19.75,Amaya,0.404202719,44.52
19/07/2022,10.71,Amaya,0.404202719,43.91
20/07/2022,11,Amaya,0.404202719,41.46
21/07/2022,9.53,Amaya,0.404202719,31.24
22/07/2022,6.83,Amaya,0.404202719,27.36
23/07/2022,3.37,Amaya,0.404202719,19.73
24/07/2022,7.2,Amaya,0.404202719,17.4
25/07/2022,8.81,Amaya,0.404202719,19.38
26/07/2022,5.16,Amaya,0.404202719,21.17
27/07/2022,4.89,Amaya,0.404202719,18.86
28/07/2022,8.79,Amaya,0.404202719,18.84
29/07/2022,7.43,Amaya,0.404202719,21.11
30/07/2022,21.1,Amaya,0.404202719,37.32
31/07/2022,45.87,Amaya,0.404202719,74.4
01/08/2022,20.94,Amaya,0.404202719,87.91
02/08/2022,16.83,Amaya,0.404202719,83.64
03/08/2022,2.45,Amaya,0.404202719,40.22
04/08/2022,12.62,Amaya,0.404202719,31.9
05/08/2022,119.7,Amaya,0.404202719,134.77
06/08/2022,115.88,Amaya,0.404202719,248.2
07/08/2022,12.44,Amaya,0.404202719,248.02
08/08/2022,22.24,Amaya,0.404202719,150.56
09/08/2022,15.14,Amaya,0.404202719,49.82
10/08/2022,9.28,Amaya,0.404202719,46.66
11/08/2022,7.08,Amaya,0.404202719,31.5
12/08/2022,4.56,Amaya,0.404202719,20.92
13/08/2022,16.32,Amaya,0.404202719,27.96
14/08/2022,10.95,Amaya,0.404202719,31.83
15/08/2022,16.59,Amaya,0.404202719,43.86
16/08/2022,4.09,Amaya,0.404202719,31.63
17/08/2022,5.21,Amaya,0.404202719,25.89
18/08/2022,44.47,Amaya,0.404202719,53.77
19/08/2022,3.49,Amaya,0.404202719,53.17
20/08/2022,5.2,Amaya,0.404202719,53.16
21/08/2022,7.11,Amaya,0.404202719,15.8
22/08/2022,19.51,Amaya,0.404202719,31.82
23/08/2022,24.5,Amaya,0.404202719,51.12
24/08/2022,33.08,Amaya,0.404202719,77.09
25/08/2022,4.4,Amaya,0.404202719,61.98
26/08/2022,6.26,Amaya,0.404202719,43.74
27/08/2022,8.8,Amaya,0.404202719,19.46
28/08/2022,10.4,Amaya,0.404202719,25.46
29/08/2022,37.25,Amaya,0.404202719,56.45
30/08/2022,7.31,Amaya,0.404202719,54.96
31/08/2022,14.34,Amaya,0.404202719,58.9
01/09/2022,11.32,Amaya,0.404202719,32.97
02/09/2022,22.09,Amaya,0.404202719,47.75
03/09/2022,25.35,Amaya,0.404202719,58.76
04/09/2022,13.81,Amaya,0.404202719,61.25
05/09/2022,10.41,Amaya,0.404202719,49.57
06/09/2022,7.82,Amaya,0.404202719,32.04
07/09/2022,8.96,Amaya,0.404202719,27.19
08/09/2022,3.36,Amaya,0.404202719,20.14
09/09/2022,22.09,Amaya,0.404202719,34.41
10/09/2022,7.65,Amaya,0.404202719,33.1
11/09/2022,5.69,Amaya,0.404202719,35.43
12/09/2022,2.97,Amaya,0.404202719,16.31
13/09/2022,2.19,Amaya,0.404202719,10.85
14/09/2022,5.2,Amaya,0.404202719,10.36
15/09/2022,4.63,Amaya,0.404202719,12.02
16/09/2022,16.3,Amaya,0.404202719,26.13
17/09/2022,5.47,Amaya,0.404202719,26.4
18/09/2022,7.47,Amaya,0.404202719,29.24
19/09/2022,22.14,Amaya,0.404202719,35.08
20/09/2022,11.27,Amaya,0.404202719,40.88
21/09/2022,10.83,Amaya,0.404202719,44.24
22/09/2022,4.98,Amaya,0.404202719,27.08
23/09/2022,17.74,Amaya,0.404202719,33.55
24/09/2022,7.7,Amaya,0.404202719,30.42
25/09/2022,41.18,Amaya,0.404202719,66.62
26/09/2022,32.46,Amaya,0.404202719,81.34
27/09/2022,55.11,Amaya,0.404202719,128.75
28/09/2022,10.98,Amaya,0.404202719,98.55
29/09/2022,5.05,Amaya,0.404202719,71.14
30/09/2022,9.57,Amaya,0.404202719,25.6
01/10/2022,2.3,Amaya,0.404202719,16.92
02/10/2022,5.92,Amaya,0.404202719,17.79
03/10/2022,6.56,Amaya,0.404202719,14.78
04/10/2022,5.14,Amaya,0.404202719,17.62
05/10/2022,2.37,Amaya,0.404202719,14.07
06/10/2022,2.35,Amaya,0.404202719,9.86
07/10/2022,2.71,Amaya,0.404202719,7.43
08/10/2022,2.27,Amaya,0.404202719,7.33
09/10/2022,1.81,Amaya,0.404202719,6.79
10/10/2022,2.03,Amaya,0.404202719,6.11
11/10/2022,1.86,Amaya,0.404202719,5.7
12/10/2022,1.82,Amaya,0.404202719,5.71
13/10/2022,4.57,Amaya,0.404202719,8.25
14/10/2022,11.68,Amaya,0.404202719,18.07
15/10/2022,4.74,Amaya,0.404202719,20.99
16/10/2022,4.06,Amaya,0.404202719,20.48
17/10/2022,10.48,Amaya,0.404202719,19.28
18/10/2022,10.22,Amaya,0.404202719,24.76
19/10/2022,14.27,Amaya,0.404202719,34.97
20/10/2022,17.57,Amaya,0.404202719,42.06
21/10/2022,6.26,Amaya,0.404202719,38.1
22/10/2022,3.74,Amaya,0.404202719,27.57
23/10/2022,6.35,Amaya,0.404202719,16.35
24/10/2022,2.91,Amaya,0.404202719,13
25/10/2022,113.95,Amaya,0.404202719,123.21
26/10/2022,3.32,Amaya,0.404202719,120.18
27/10/2022,0.18,Amaya,0.404202719,117.45
28/10/2022,11.19,Amaya,0.404202719,14.69
29/10/2022,188.38,Amaya,0.404202719,199.75
30/10/2022,128.07,Amaya,0.404202719,327.64
31/10/2022,15.75,Amaya,0.404202719,332.2
01/11/2022,8.96,Amaya,0.404202719,152.78
02/11/2022,0.94,Amaya,0.404202719,25.65
03/11/2022,1.18,Amaya,0.404202719,11.08
04/11/2022,5.55,Amaya,0.404202719,7.67
05/11/2022,5.76,Amaya,0.404202719,12.49
06/11/2022,2.71,Amaya,0.404202719,14.02
07/11/2022,1.06,Amaya,0.404202719,9.53
08/11/2022,13.51,Amaya,0.404202719,17.28
09/11/2022,1.09,Amaya,0.404202719,15.66
10/11/2022,2.61,Amaya,0.404202719,17.21
11/11/2022,2.45,Amaya,0.404202719,6.15
12/11/2022,3.19,Amaya,0.404202719,8.25
13/11/2022,2.57,Amaya,0.404202719,8.21
14/11/2022,1.6,Amaya,0.404202719,7.36
15/11/2022,3.15,Amaya,0.404202719,7.32
16/11/2022,1.76,Amaya,0.404202719,6.51
17/11/2022,6.5,Amaya,0.404202719,11.41
18/11/2022,3.93,Amaya,0.404202719,12.19
19/11/2022,10.38,Amaya,0.404202719,20.81
20/11/2022,11.18,Amaya,0.404202719,25.49
21/11/2022,10.48,Amaya,0.404202719,32.04
22/11/2022,2.9,Amaya,0.404202719,24.56
23/11/2022,1.86,Amaya,0.404202719,15.24
24/11/2022,0.79,Amaya,0.404202719,5.55
25/11/2022,0.37,Amaya,0.404202719,3.02
26/11/2022,0.13,Amaya,0.404202719,1.29
27/11/2022,0.02,Amaya,0.404202719,0.52
28/11/2022,0.88,Amaya,0.404202719,1.03
29/11/2022,1.83,Amaya,0.404202719,2.73
30/11/2022,2.78,Amaya,0.404202719,5.49
01/12/2022,7.64,Amaya,0.404202719,12.25
02/12/2022,1.07,Amaya,0.404202719,11.49
03/12/2022,0.7,Amaya,0.404202719,9.41
04/12/2022,1.71,Amaya,0.404202719,3.48
05/12/2022,3.88,Amaya,0.404202719,6.29
06/12/2022,1.09,Amaya,0.404202719,6.68
07/12/2022,2,Amaya,0.404202719,6.97
08/12/2022,0.88,Amaya,0.404202719,3.97
09/12/2022,4.61,Amaya,0.404202719,7.49
10/12/2022,12.07,Amaya,0.404202719,17.56
11/12/2022,2.97,Amaya,0.404202719,19.65
12/12/2022,0.63,Amaya,0.404202719,15.67
13/12/2022,1.93,Amaya,0.404202719,5.53
14/12/2022,5.57,Amaya,0.404202719,8.13
15/12/2022,2.81,Amaya,0.404202719,10.31
16/12/2022,2.21,Amaya,0.404202719,10.59
17/12/2022,8.9,Amaya,0.404202719,13.92
18/12/2022,7.67,Amaya,0.404202719,18.78
19/12/2022,2.68,Amaya,0.404202719,19.25
20/12/2022,4.37,Amaya,0.404202719,14.72
21/12/2022,1.89,Amaya,0.404202719,8.94
22/12/2022,0.37,Amaya,0.404202719,6.63
23/12/2022,0.37,Amaya,0.404202719,2.63
24/12/2022,1.34,Amaya,0.404202719,2.08
25/12/2022,0.55,Amaya,0.404202719,2.26
26/12/2022,1.04,Amaya,0.404202719,2.93
27/12/2022,0.28,Amaya,0.404202719,1.87
28/12/2022,0.81,Amaya,0.404202719,2.13
29/12/2022,5.29,Amaya,0.404202719,6.38
30/12/2022,1.19,Amaya,0.404202719,7.29
31/12/2022,2.67,Amaya,0.404202719,9.15
01/01/2023,5.2,Amaya,0.404202719,9.06
02/01/2023,5.74,Amaya,0.404202719,13.61
03/01/2023,12.74,Amaya,0.404202719,23.68
04/01/2023,9.37,Amaya,0.404202719,27.85
05/01/2023,24.05,Amaya,0.404202719,46.16
06/01/2023,13.85,Amaya,0.404202719,47.27
07/01/2023,1.14,Amaya,0.404202719,39.04
08/01/2023,0.12,Amaya,0.404202719,15.11
09/01/2023,0.11,Amaya,0.404202719,1.37
10/01/2023,0.14,Amaya,0.404202719,0.37
11/01/2023,0.06,Amaya,0.404202719,0.31
12/01/2023,0.08,Amaya,0.404202719,0.28
13/01/2023,0.68,Amaya,0.404202719,0.82
14/01/2023,1.99,Amaya,0.404202719,2.75
15/01/2023,11.47,Amaya,0.404202719,14.14
16/01/2023,2,Amaya,0.404202719,15.46
17/01/2023,2.85,Amaya,0.404202719,16.32
18/01/2023,1.66,Amaya,0.404202719,6.51
19/01/2023,0.34,Amaya,0.404202719,4.85
20/01/2023,1.13,Amaya,0.404202719,3.13
21/01/2023,2.16,Amaya,0.404202719,3.63
22/01/2023,0.76,Amaya,0.404202719,4.05
23/01/2023,0.11,Amaya,0.404202719,3.03
24/01/2023,0.7,Amaya,0.404202719,1.57
25/01/2023,0.98,Amaya,0.404202719,1.79
26/01/2023,0.1,Amaya,0.404202719,1.78
27/01/2023,6.73,Amaya,0.404202719,7.81
28/01/2023,5.97,Amaya,0.404202719,12.8
29/01/2023,0.24,Amaya,0.404202719,12.94
30/01/2023,0.1,Amaya,0.404202719,6.31
31/01/2023,0.09,Amaya,0.404202719,0.43
01/02/2023,0.47,Amaya,0.404202719,0.66
02/02/2023,1.08,Amaya,0.404202719,1.64
03/02/2023,0.26,Amaya,0.404202719,1.81
04/02/2023,0.05,Amaya,0.404202719,1.39
05/02/2023,0.48,Amaya,0.404202719,0.79
06/02/2023,0.8,Amaya,0.404202719,1.33
07/02/2023,0.45,Amaya,0.404202719,1.73
08/02/2023,1.17,Amaya,0.404202719,2.42
09/02/2023,0.1,Amaya,0.404202719,1.72
10/02/2023,0.01,Amaya,0.404202719,1.28
11/02/2023,0.21,Amaya,0.404202719,0.32
12/02/2023,0.06,Amaya,0.404202719,0.28
13/02/2023,0.05,Amaya,0.404202719,0.32
14/02/2023,0.01,Amaya,0.404202719,0.12
15/02/2023,0.09,Amaya,0.404202719,0.15
16/02/2023,0.34,Amaya,0.404202719,0.44
17/02/2023,0.14,Amaya,0.404202719,0.57
18/02/2023,1.02,Amaya,0.404202719,1.5
19/02/2023,4.46,Amaya,0.404202719,5.62
20/02/2023,5.09,Amaya,0.404202719,10.57
21/02/2023,1.28,Amaya,0.404202719,10.83
22/02/2023,0.09,Amaya,0.404202719,6.46
23/02/2023,0.01,Amaya,0.404202719,1.38
24/02/2023,0.08,Amaya,0.404202719,0.18
25/02/2023,0.84,Amaya,0.404202719,0.93
26/02/2023,0.99,Amaya,0.404202719,1.91
27/02/2023,0.28,Amaya,0.404202719,2.11
28/02/2023,0.05,Amaya,0.404202719,1.32
01/03/2023,0.26,Amaya,0.404202719,0.59
02/03/2023,0.18,Amaya,0.404202719,0.49
03/03/2023,0.07,Amaya,0.404202719,0.51
04/03/2023,0.05,Amaya,0.404202719,0.3
05/03/2023,0.04,Amaya,0.404202719,0.16
06/03/2023,0,Amaya,0.404202719,0.09
07/03/2023,0.01,Amaya,0.404202719,0.05
08/03/2023,0.16,Amaya,0.404202719,0.17
09/03/2023,0.14,Amaya,0.404202719,0.31
10/03/2023,0.22,Amaya,0.404202719,0.52
11/03/2023,0.1,Amaya,0.404202719,0.46
12/03/2023,0.09,Amaya,0.404202719,0.41
13/03/2023,0.79,Amaya,0.404202719,0.98
14/03/2023,0.05,Amaya,0.404202719,0.93
15/03/2023,0.08,Amaya,0.404202719,0.92
16/03/2023,0.07,Amaya,0.404202719,0.2
17/03/2023,0.04,Amaya,0.404202719,0.19
18/03/2023,0.03,Amaya,0.404202719,0.14
19/03/2023,0.01,Amaya,0.404202719,0.08
20/03/2023,0,Amaya,0.404202719,0.04
21/03/2023,0,Amaya,0.404202719,0.01
22/03/2023,0,Amaya,0.404202719,0
23/03/2023,0.04,Amaya,0.404202719,0.04
24/03/2023,0.56,Amaya,0.404202719,0.6
25/03/2023,0.26,Amaya,0.404202719,0.86
26/03/2023,0.11,Amaya,0.404202719,0.93
27/03/2023,0.11,Amaya,0.404202719,0.48
28/03/2023,3.85,Amaya,0.404202719,4.07
29/03/2023,1.78,Amaya,0.404202719,5.74
30/03/2023,0.3,Amaya,0.404202719,5.93
31/03/2023,2.09,Amaya,0.404202719,4.17
01/04/2023,1.8,Amaya,0.404202719,4.19
02/04/2023,1.25,Amaya,0.404202719,5.14
03/04/2023,2.66,Amaya,0.404202719,5.71
04/04/2023,15.75,Amaya,0.404202719,19.66
05/04/2023,0.24,Amaya,0.404202719,18.65
06/04/2023,0.24,Amaya,0.404202719,16.23
07/04/2023,0.75,Amaya,0.404202719,1.23
08/04/2023,0.61,Amaya,0.404202719,1.6
09/04/2023,0.36,Amaya,0.404202719,1.72
10/04/2023,3.48,Amaya,0.404202719,4.45
11/04/2023,0.75,Amaya,0.404202719,4.59
12/04/2023,5.26,Amaya,0.404202719,9.49
13/04/2023,12.99,Amaya,0.404202719,19
14/04/2023,53.77,Amaya,0.404202719,72.02
15/04/2023,0.47,Amaya,0.404202719,67.23
16/04/2023,0.62,Amaya,0.404202719,54.86
17/04/2023,0.51,Amaya,0.404202719,1.6
18/04/2023,1.03,Amaya,0.404202719,2.16
19/04/2023,0.49,Amaya,0.404202719,2.03
20/04/2023,0.49,Amaya,0.404202719,2.01
21/04/2023,0.68,Amaya,0.404202719,1.66
22/04/2023,2.92,Amaya,0.404202719,4.09
23/04/2023,1.63,Amaya,0.404202719,5.23
24/04/2023,3.34,Amaya,0.404202719,7.89
25/04/2023,0.52,Amaya,0.404202719,5.49
26/04/2023,0.67,Amaya,0.404202719,4.53
27/04/2023,0.07,Amaya,0.404202719,1.26
28/04/2023,0.06,Amaya,0.404202719,0.8
29/04/2023,2.34,Amaya,0.404202719,2.47
30/04/2023,4.98,Amaya,0.404202719,7.38
01/05/2023,2.86,Amaya,0.404202719,10.18
02/05/2023,0.58,Amaya,0.404202719,8.42
03/05/2023,0.75,Amaya,0.404202719,4.19
04/05/2023,3.85,Amaya,0.404202719,5.18
05/05/2023,3.54,Amaya,0.404202719,8.14
06/05/2023,0.65,Amaya,0.404202719,8.04
07/05/2023,0.64,Amaya,0.404202719,4.83
08/05/2023,1.57,Amaya,0.404202719,2.86
09/05/2023,3.56,Amaya,0.404202719,5.77
10/05/2023,5.16,Amaya,0.404202719,10.29
11/05/2023,4.1,Amaya,0.404202719,12.82
12/05/2023,2.44,Amaya,0.404202719,11.7
13/05/2023,2.3,Amaya,0.404202719,8.84
14/05/2023,2.04,Amaya,0.404202719,6.78
15/05/2023,4.79,Amaya,0.404202719,9.13
16/05/2023,3.71,Amaya,0.404202719,10.54
17/05/2023,3.83,Amaya,0.404202719,12.33
18/05/2023,1.2,Amaya,0.404202719,8.74
19/05/2023,3.12,Amaya,0.404202719,8.15
20/05/2023,7.18,Amaya,0.404202719,11.5
21/05/2023,4.33,Amaya,0.404202719,14.63
22/05/2023,3.34,Amaya,0.404202719,14.85
23/05/2023,2.5,Amaya,0.404202719,10.17
24/05/2023,3.49,Amaya,0.404202719,9.33
25/05/2023,8.87,Amaya,0.404202719,14.86
26/05/2023,9.84,Amaya,0.404202719,22.2
27/05/2023,8.12,Amaya,0.404202719,26.83
28/05/2023,3.2,Amaya,0.404202719,21.16
29/05/2023,2.63,Amaya,0.404202719,13.95
30/05/2023,6.84,Amaya,0.404202719,12.67
31/05/2023,6.35,Amaya,0.404202719,15.82
01/06/2023,8.84,Amaya,0.404202719,22.03
02/06/2023,12.09,Amaya,0.404202719,27.28
03/06/2023,7.99,Amaya,0.404202719,28.92
04/06/2023,4.81,Amaya,0.404202719,24.89
05/06/2023,9.18,Amaya,0.404202719,21.98
06/06/2023,15.12,Amaya,0.404202719,29.11
07/06/2023,3.62,Amaya,0.404202719,27.92
08/06/2023,7.69,Amaya,0.404202719,26.43
09/06/2023,4.04,Amaya,0.404202719,15.35
10/06/2023,23.49,Amaya,0.404202719,35.22
11/06/2023,43.59,Amaya,0.404202719,71.12
12/06/2023,8.13,Amaya,0.404202719,75.21
13/06/2023,7.51,Amaya,0.404202719,59.23
14/06/2023,6.44,Amaya,0.404202719,22.08
15/06/2023,8.38,Amaya,0.404202719,22.33
16/06/2023,8.16,Amaya,0.404202719,22.98
17/06/2023,3.72,Amaya,0.404202719,20.26
18/06/2023,2.9,Amaya,0.404202719,14.78
19/06/2023,5.66,Amaya,0.404202719,12.28
20/06/2023,7.75,Amaya,0.404202719,16.31
21/06/2023,5.47,Amaya,0.404202719,18.88
22/06/2023,6.12,Amaya,0.404202719,19.34
23/06/2023,3.47,Amaya,0.404202719,15.06
24/06/2023,6.38,Amaya,0.404202719,15.97
25/06/2023,8.83,Amaya,0.404202719,18.68
26/06/2023,12.74,Amaya,0.404202719,27.95
27/06/2023,4.67,Amaya,0.404202719,26.24
28/06/2023,40.12,Amaya,0.404202719,57.53
29/06/2023,7.5,Amaya,0.404202719,52.29
30/06/2023,7.92,Amaya,0.404202719,55.54
01/07/2023,4.68,Amaya,0.404202719,20.1
02/07/2023,8.95,Amaya,0.404202719,21.55
03/07/2023,3.69,Amaya,0.404202719,17.32
04/07/2023,2.49,Amaya,0.404202719,15.13
05/07/2023,1.32,Amaya,0.404202719,7.5
06/07/2023,2.08,Amaya,0.404202719,5.89
07/07/2023,4.47,Amaya,0.404202719,7.87
08/07/2023,2.04,Amaya,0.404202719,8.59
09/07/2023,3.56,Amaya,0.404202719,10.07
10/07/2023,7.59,Amaya,0.404202719,13.19
11/07/2023,4.69,Amaya,0.404202719,15.84
12/07/2023,6.04,Amaya,0.404202719,18.32
13/07/2023,51.3,Amaya,0.404202719,62.03
14/07/2023,32.49,Amaya,0.404202719,89.83
15/07/2023,30.18,Amaya,0.404202719,113.97
16/07/2023,24.83,Amaya,0.404202719,87.5
17/07/2023,13.42,Amaya,0.404202719,68.43
18/07/2023,9.48,Amaya,0.404202719,47.73
19/07/2023,5.84,Amaya,0.404202719,28.74
20/07/2023,5.46,Amaya,0.404202719,20.78
21/07/2023,7.82,Amaya,0.404202719,19.12
22/07/2023,9.24,Amaya,0.404202719,22.52
23/07/2023,13.18,Amaya,0.404202719,30.24
24/07/2023,22.39,Amaya,0.404202719,44.81
25/07/2023,41.01,Amaya,0.404202719,76.58
26/07/2023,30.04,Amaya,0.404202719,93.44
27/07/2023,42.32,Amaya,0.404202719,113.37
28/07/2023,44.94,Amaya,0.404202719,117.3
29/07/2023,33.39,Amaya,0.404202719,120.65
30/07/2023,49.19,Amaya,0.404202719,127.52
31/07/2023,19.51,Amaya,0.404202719,102.09
01/08/2023,23.3,Amaya,0.404202719,92
02/08/2023,23.73,Amaya,0.404202719,66.54
03/08/2023,12.12,Amaya,0.404202719,59.15
04/08/2023,2.41,Amaya,0.404202719,38.26
05/08/2023,1.39,Amaya,0.404202719,15.92
06/08/2023,2.11,Amaya,0.404202719,5.91
07/08/2023,5.34,Amaya,0.404202719,8.84
08/08/2023,4.3,Amaya,0.404202719,11.75
09/08/2023,0.63,Amaya,0.404202719,10.27
10/08/2023,0.51,Amaya,0.404202719,5.44
11/08/2023,2.17,Amaya,0.404202719,3.31
12/08/2023,1.34,Amaya,0.404202719,4.02
13/08/2023,1.63,Amaya,0.404202719,5.14
14/08/2023,3.8,Amaya,0.404202719,6.77
15/08/2023,5.91,Amaya,0.404202719,11.34
